order_id,customer_id,order_date,delivery_time_min,status,total_amount_xaf,city,quartier,product_category,courier_id,order_hour,order_day_of_week,order_day,order_month
102602,CUST10548,2023-10-31 17:08:00,260.9,en_retard,8857.0,Yaounde,Tsinga,papeterie,3,17,Tuesday,Tuesday,2023-10
102603,CUST11055,2023-06-09 00:00:00,45.7,livré,12000.0,Douala,Bonanjo,produit frais,24,0,Wednesday,Friday,2023-06
102604,CUST11895,2022-04-18 05:54:00,155.0,en_retard,6088.0,Yaounde,Biyem-Assi,epicerie,24,5,Monday,Monday,2022-04
102605,CUST10437,2023-12-28 10:22:00,27.8,livré,23308.0,Bafoussam,Pefura,inconnu,33,10,Thursday,Thursday,2023-12
102606,CUST10741,2023-03-10 17:48:00,39.4,livré,7919.0,Douala,PK8,boisson,19,17,Friday,Friday,2023-03
102607,CUST10158,2022-10-19 12:37:00,129.5,en_retard,6734.0,Douala,Ngodi-Bakoko,restauration,30,12,Wednesday,Wednesday,2022-10
102608,CUST90799,2024-10-14 00:00:00,32.8,livré,19635.0,Bafoussam,Ngouache,epicerie,13,0,Monday,Monday,2024-10
102609,CUST11400,2024-06-20 16:42:00,17.2,livré,45000.0,Bafoussam,Fomekoua,cosmetique,42,16,Thursday,Thursday,2024-06
102610,CUST10392,2022-05-07 18:34:00,27.2,annule,8590.0,Yaounde,Mokolo,epicerie,16,18,Tuesday,Saturday,2022-05
102611,CUST10874,2024-06-11 16:55:00,49.9,livré,111838.0,Yaounde,Mendong,electronique,12,16,Wednesday,Tuesday,2024-06
102612,CUST10991,2022-09-30 09:54:00,45.7,en_cours,34606.0,Yaounde,Messa,inconnu,36,9,Friday,Friday,2022-09
102613,CUST12004,2025-02-22 09:04:00,21.0,livré,6188.0,Yaounde,Nkol-Eton,pharmacie,26,9,Saturday,Saturday,2025-02
102614,CUST10826,2023-04-12 09:55:00,28.7,livré,7147.0,Douala,Bali,produit frais,17,9,Monday,Wednesday,2023-04
102615,CUST17112,2023-12-04 16:34:00,43.7,livré,75000.0,Douala,Akwa,articles menagers,6,16,Wednesday,Monday,2023-12
102616,CUST11131,2024-05-05 00:00:00,28.9,livré,12000.0,Douala,Kotto,produit frais,2,0,Sunday,Sunday,2024-05
102617,CUST11126,2022-10-07 21:14:00,28.0,livre,4481.0,Yaounde,Omnisport,produit frais,42,21,Friday,Friday,2022-10
102618,CUST11458,2024-01-12 17:35:00,53.2,livré,10623.0,Bafoussam,Tamdja,restauration,41,17,Sunday,Friday,2024-01
102619,CUST17213,2024-09-23 19:51:00,52.9,livré,18852.0,Bafoussam,Ndiengdam,inconnu,23,19,Monday,Monday,2024-09
102620,CUST11106,2023-06-26 09:01:00,35.6,livré,12016.0,Douala,Bonapriso,restauration,11,9,Monday,Monday,2023-06
102621,CUST11978,2024-04-11 09:02:00,29.3,livré,53173.0,Bafoussam,Tougang,articles menagers,40,9,Thursday,Thursday,2024-04
102622,CUST10168,2024-10-19 19:12:00,103.9,livré,5024.0,Yaounde,Santa Barbara,restauration,45,19,Saturday,Saturday,2024-10
102623,CUST10857,2023-12-06 20:36:00,47.7,livré,10383.0,Yaounde,Messa,restauration,39,20,Wednesday,Wednesday,2023-12
102624,CUST10593,2025-01-04 00:00:00,52.2,livré,3767.0,Yaounde,Santa Barbara,produit frais,40,0,Saturday,Saturday,2025-01
102625,CUST11194,2023-07-22 11:01:00,61.0,en_retard,8172.0,Bafoussam,Ndiengdam,epicerie,25,11,Saturday,Saturday,2023-07
102626,CUST11981,2024-03-11 09:11:00,89.3,en_retard,17820.0,Douala,Yassa,restauration,6,9,Sunday,Monday,2024-03
102627,CUST11370,2022-10-06 18:26:00,54.8,livré,8666.0,Yaounde,Briqueterie,restauration,1,18,Thursday,Thursday,2022-10
102628,CUST11046,2024-11-09 10:50:00,152.2,en_retard,25000.0,Yaounde,Mimboman,epicerie,26,10,Wednesday,Saturday,2024-11
102629,CUST10966,2024-11-28 10:30:00,28.5,livré,19128.0,Douala,Ndokotti,articles menagers,7,10,Thursday,Thursday,2024-11
102630,CUST17327,2025-01-19 18:10:00,38.1,livré,21930.0,Bafoussam,Lekie,inconnu,11,18,Sunday,Sunday,2025-01
102631,CUST17340,2025-02-21 08:16:00,71.7,livre,22972.0,Douala,Bonabéri,epicerie,17,8,Friday,Friday,2025-02
102632,CUST10833,2025-02-16 00:00:00,45.7,livré,4697.0,Douala,Ndog-Bong,hygiene,25,0,Sunday,Sunday,2025-02
102633,CUST10508,2022-10-18 00:00:00,189.1,en_retard,5705.0,Yaounde,Tsinga,restauration,30,0,Tuesday,Tuesday,2022-10
102634,CUST90359,2023-12-02 12:23:00,43.6,livré,5504.0,Douala,New-Bell,restauration,31,12,Saturday,Saturday,2023-12
102635,CUST17282,2024-03-24 04:03:00,21.7,livré,500000.0,Douala,Deido,electronique,30,4,Sunday,Sunday,2024-03
102636,CUST10497,2024-01-22 08:26:00,86.4,livré,19059.0,Yaounde,Biyem-Assi,epicerie,34,8,Monday,Monday,2024-01
102637,CUST11415,2024-11-22 20:12:00,45.7,annule,13877.0,Bafoussam,Fomekoua,articles menagers,14,20,Friday,Friday,2024-11
102638,CUST10078,2025-01-21 18:12:00,34.6,livré,35750.0,Bafoussam,Fomekoua,inconnu,22,18,Tuesday,Tuesday,2025-01
102639,CUST10416,2023-04-26 14:15:00,39.8,livré,6121.0,Yaounde,Efoulan,cosmetique,12,14,Wednesday,Wednesday,2023-04
102640,CUST11009,2023-08-23 17:38:00,176.6,en_retard,11731.0,Bafoussam,Pefura,boisson,33,17,Wednesday,Wednesday,2023-08
102641,CUST17264,2024-10-28 21:27:00,50.2,livré,18030.0,Yaounde,Jouvence,epicerie,37,21,Monday,Monday,2024-10
102642,CUST11710,2024-03-23 00:00:00,152.1,en_retard,3957.0,Douala,Ndogpassi,produit frais,18,0,Saturday,Saturday,2024-03
102643,CUST11372,2024-08-25 19:50:00,45.7,livré,120000.0,Douala,Logbessou,vetement,24,19,Sunday,Sunday,2024-08
102644,CUST11301,2024-07-30 18:24:00,158.7,en_retard,70147.0,Yaounde,Briqueterie,vetement,41,18,Tuesday,Tuesday,2024-07
102645,CUST10620,2024-12-10 10:18:00,45.7,en_cours,76901.0,Douala,Ndokotti,pharmacie,8,10,Tuesday,Tuesday,2024-12
102646,CUST17242,2025-01-21 20:16:00,39.7,livré,-3346.0,Douala,Yassa,papeterie,25,20,Tuesday,Tuesday,2025-01
102647,CUST12009,2024-12-08 09:19:00,39.2,livré,43095.0,Douala,Cité des Palmiers,pharmacie,20,9,Monday,Sunday,2024-12
102648,CUST10030,2025-01-09 08:24:00,181.0,en_retard,23887.0,Douala,Deido,epicerie,30,8,Thursday,Thursday,2025-01
102649,CUST10456,2023-09-06 10:56:00,45.7,en_retard,50000.0,Bafoussam,Bamendzi,inconnu,19,10,Friday,Wednesday,2023-09
102650,CUST11973,2023-08-15 17:38:00,55.7,livré,14074.0,Yaounde,Bastos,articles menagers,12,17,Tuesday,Tuesday,2023-08
102651,CUST10356,2024-01-23 00:00:00,37.5,livré,10075.0,Douala,Bepanda,boisson,43,0,Tuesday,Tuesday,2024-01
102652,CUST11976,2024-02-19 09:41:00,45.7,en_retard,20479.0,Bafoussam,Djeleng,articles menagers,5,9,Monday,Monday,2024-02
102653,CUST10264,2024-05-02 00:00:00,45.7,en_cours,2254.0,Bafoussam,Centre Ville,produit frais,40,0,Thursday,Thursday,2024-05
102654,CUST10556,2024-05-15 19:23:00,24.9,annule,10261.0,Douala,Nyalla,inconnu,40,19,Wednesday,Wednesday,2024-05
102655,CUST17332,2023-06-20 13:25:00,17.4,annulé,44186.0,Douala,Bonamoussadi,pharmacie,34,13,Tuesday,Tuesday,2023-06
102656,CUST10058,2023-11-10 16:26:00,27.4,livré,9423.0,Douala,Ndokotti,boisson,25,16,Friday,Friday,2023-11
102657,CUST11699,2024-07-25 08:47:00,5.0,annule,12124.0,Douala,Bonapriso,epicerie,46,8,Thursday,Thursday,2024-07
102658,CUST11112,2023-06-29 00:00:00,24.5,livré,2352.0,Douala,Ndog-Bong,restauration,46,0,Thursday,Thursday,2023-06
102659,CUST10440,2024-11-27 01:37:00,35.7,livré,13548.0,Douala,Bonapriso,epicerie,46,1,Wednesday,Wednesday,2024-11
102660,CUST10055,2023-07-20 00:00:00,76.4,livré,327114.0,Douala,Ndogpassi,electronique,7,0,Thursday,Thursday,2023-07
102661,CUST10315,2022-06-07 00:00:00,34.3,livré,20083.0,Douala,Bonapriso,inconnu,16,0,Tuesday,Tuesday,2022-06
102662,CUST10252,2025-01-29 19:24:00,50.7,livre,18000.0,Bafoussam,Centre Ville,restauration,42,19,Wednesday,Wednesday,2025-01
102663,CUST17169,2022-10-11 00:00:00,117.7,en_retard,42632.0,Bafoussam,Kamkop,inconnu,22,0,Tuesday,Tuesday,2022-10
102664,CUST10009,2025-01-13 16:56:00,45.7,en_retard,18000.0,Bafoussam,Tamdja,restauration,46,16,Monday,Monday,2025-01
102665,CUST11401,2024-05-15 12:39:00,35.6,livré,75000.0,Yaounde,Nlongkak,articles menagers,45,12,Wednesday,Wednesday,2024-05
102666,CUST11453,2024-12-26 07:31:00,45.7,livré,23483.0,Yaounde,Obili,epicerie,7,7,Thursday,Thursday,2024-12
102667,CUST11490,2024-07-26 09:51:00,28.0,livré,59151.0,Bafoussam,Ngouache,pharmacie,42,9,Friday,Friday,2024-07
102668,CUST11846,2023-03-03 15:28:00,137.2,en_retard,7127.0,Yaounde,Nkomo,restauration,28,15,Friday,Friday,2023-03
102669,CUST17121,2025-12-02 09:29:00,46.1,livré,2546.0,Douala,Bonapriso,hygiene,39,9,Wednesday,Tuesday,2025-12
102670,CUST10342,2024-07-08 20:23:00,32.4,livré,22355.0,Douala,Bali,inconnu,14,20,Monday,Monday,2024-07
102671,CUST10556,2022-10-16 20:04:00,20.1,annule,12450.0,Douala,PK8,inconnu,25,20,Sunday,Sunday,2022-10
102672,CUST11940,2023-10-19 00:00:00,43.5,livré,11168.0,Yaounde,Omnisport,produit frais,9,0,Thursday,Thursday,2023-10
102673,CUST11099,2024-01-18 15:15:00,30.6,livré,5537.0,Douala,Ndogpassi,inconnu,30,15,Thursday,Thursday,2024-01
102674,CUST90687,2023-03-05 15:59:00,43.5,livré,8743.0,Yaounde,Biyem-Assi,produit frais,43,15,Wednesday,Sunday,2023-03
102675,CUST17143,2023-12-09 09:43:00,40.1,livré,5335.0,Douala,Village,restauration,47,9,Saturday,Saturday,2023-12
102676,CUST10315,2024-01-21 07:26:00,78.8,livré,17137.0,Yaounde,Biyem-Assi,restauration,13,7,Sunday,Sunday,2024-01
102677,CUST10339,2024-08-03 18:12:00,107.0,en_retard,80000.0,Bafoussam,Kamkop,pharmacie,40,18,Saturday,Saturday,2024-08
102678,CUST11522,2022-08-21 19:03:00,91.9,en_retard,17839.0,Bafoussam,Famla,inconnu,26,19,Sunday,Sunday,2022-08
102679,CUST10844,2023-05-11 17:42:00,85.5,livré,4093.0,Douala,New-Bell,produit frais,15,17,Thursday,Thursday,2023-05
102680,CUST17364,2024-05-16 21:43:00,45.7,en_retard,70168.0,Douala,Ngodi-Bakoko,vetement,25,21,Thursday,Thursday,2024-05
102681,CUST11612,2024-02-25 16:23:00,33.3,livré,59234.0,Douala,Village,vetement,42,16,Sunday,Sunday,2024-02
102682,CUST10505,2024-01-19 14:32:00,26.5,livré,20392.0,Douala,Village,pharmacie,39,14,Friday,Friday,2024-01
102683,CUST10168,2024-04-14 00:00:00,85.6,en_retard,34504.0,Bafoussam,Famla,vetement,16,0,Sunday,Sunday,2024-04
102684,CUST11842,2024-05-15 08:21:00,64.9,livré,17983.0,Douala,Mboppi,inconnu,18,8,Wednesday,Wednesday,2024-05
102685,CUST11014,2023-02-06 11:10:00,37.3,livré,18000.0,Douala,Yassa,restauration,27,11,Friday,Monday,2023-02
102686,CUST10728,2023-05-14 09:10:00,32.1,livré,6831.0,Douala,Ndogpassi,restauration,7,9,Sunday,Sunday,2023-05
102687,CUST10685,2023-10-05 00:00:00,52.5,livré,7509.0,Yaounde,Ngoa-Ekele,inconnu,14,0,Thursday,Thursday,2023-10
102688,CUST10014,2024-07-28 09:44:00,41.2,livré,9022.0,Yaounde,Tsinga,produit frais,29,9,Sunday,Sunday,2024-07
102689,CUST10414,2024-08-24 00:00:00,95.3,en_retard,5079.0,Douala,Village,hygiene,34,0,Saturday,Saturday,2024-08
102690,CUST11159,2024-01-16 15:15:00,27.5,livré,18541.0,Douala,Bonabéri,inconnu,14,15,Tuesday,Tuesday,2024-01
102691,CUST11258,2024-10-16 13:18:00,44.4,livré,120000.0,Douala,Village,vetement,4,13,Wednesday,Wednesday,2024-10
102692,CUST11616,2022-11-25 00:00:00,113.2,livré,18000.0,Yaounde,Omnisport,restauration,37,0,Friday,Friday,2022-11
102693,CUST10322,2022-03-21 15:18:00,41.3,livré,8413.0,Douala,Nyalla,papeterie,45,15,Monday,Monday,2022-03
102694,CUST10946,2024-03-26 19:26:00,273.7,en_retard,35503.0,Yaounde,Tsinga,inconnu,23,19,Tuesday,Tuesday,2024-03
102695,CUST11103,2024-05-31 14:34:00,28.2,livré,25403.0,Yaounde,Nkol-Eton,cosmetique,19,14,Friday,Friday,2024-05
102696,CUST10688,2024-01-15 17:00:00,87.3,livré,28173.0,Yaounde,Obili,cosmetique,34,17,Monday,Monday,2024-01
102697,CUST10286,2023-11-17 17:27:00,292.2,en_retard,7465.0,Douala,Nkolmesseng,produit frais,36,17,Friday,Friday,2023-11
102698,CUST17351,2024-07-23 08:50:00,40.2,livré,11147.0,Douala,Deido,cosmetique,10,8,Tuesday,Tuesday,2024-07
102699,CUST17134,2025-03-03 00:00:00,17.6,annulé,3349.0,Douala,New-Bell,produit frais,11,0,Monday,Monday,2025-03
102700,CUST90244,2025-08-02 12:12:00,24.9,livré,11027.0,Douala,Bonanjo,epicerie,19,12,Saturday,Saturday,2025-08
102701,CUST11904,2025-02-22 07:40:00,69.4,livré,222741.0,Douala,Kotto,electronique,10,7,Saturday,Saturday,2025-02
102702,CUST11253,2025-01-15 07:45:00,71.3,livré,3611.0,Douala,Bonanjo,boisson,32,7,Wednesday,Wednesday,2025-01
102703,CUST11487,2024-08-07 19:27:00,55.9,livré,6717.0,Yaounde,Briqueterie,boisson,47,19,Monday,Wednesday,2024-08
102704,CUST10853,2023-03-28 00:00:00,55.3,livré,22131.0,Yaounde,Nlongkak,cosmetique,36,0,Tuesday,Tuesday,2023-03
102705,CUST11004,2022-10-26 00:00:00,45.7,en_cours,4850.0,Douala,Ndogpassi,epicerie,44,0,Wednesday,Wednesday,2022-10
102706,CUST11433,2024-07-04 19:37:00,344.4,en_retard,372696.0,Yaounde,Melen,electronique,12,19,Sunday,Thursday,2024-07
102707,CUST11057,2025-02-11 18:14:00,81.7,livré,35453.0,Douala,PK12,inconnu,36,18,Tuesday,Tuesday,2025-02
102708,CUST11499,2025-07-03 16:07:00,45.7,en_retard,10792.0,Bafoussam,Centre Ville,cosmetique,33,16,Friday,Thursday,2025-07
102709,CUST11911,2023-08-28 12:25:00,154.9,en_retard,8765.0,Douala,Ndog-Bong,papeterie,31,12,Monday,Monday,2023-08
102710,CUST17312,2024-02-07 00:00:00,43.4,livré,315674.0,Yaounde,Jouvence,electronique,33,0,Wednesday,Wednesday,2024-02
102711,CUST90717,2022-11-20 10:50:00,45.7,livré,10769.0,Yaounde,Omnisport,epicerie,35,10,Sunday,Sunday,2022-11
102712,CUST11006,2023-11-24 00:00:00,45.7,livré,15000.0,Yaounde,Nkol-Eton,papeterie,28,0,Friday,Friday,2023-11
102713,CUST11138,2023-10-16 18:27:00,77.6,livré,5565.0,Douala,Bonanjo,restauration,19,18,Monday,Monday,2023-10
102714,CUST90281,2024-12-30 18:06:00,256.4,en_retard,57910.0,Yaounde,Ngoa-Ekele,pharmacie,4,18,Monday,Monday,2024-12
102715,CUST10428,2022-03-03 07:08:00,114.0,en_retard,26798.0,Bafoussam,Tougang,inconnu,7,7,Thursday,Thursday,2022-03
102716,CUST10903,2022-12-10 22:22:00,5.0,annulé,9165.0,Douala,Nkolmesseng,epicerie,40,22,Wednesday,Saturday,2022-12
102717,CUST17360,2024-01-05 08:55:00,5.0,annule,7201.0,Douala,Nyalla,produit frais,11,8,Friday,Friday,2024-01
102718,CUST11521,2022-05-07 13:36:00,41.0,livré,14435.0,Yaounde,Efoulan,inconnu,16,13,Saturday,Saturday,2022-05
102719,CUST10151,2024-06-09 00:00:00,64.6,livré,12146.0,Douala,Akwa,restauration,6,0,Sunday,Sunday,2024-06
102720,CUST17342,2022-10-05 20:16:00,51.8,livré,12758.0,Yaounde,Elig-Edzoa,epicerie,37,20,Tuesday,Wednesday,2022-10
102721,CUST11523,2023-04-17 09:27:00,125.4,en_retard,13766.0,Douala,Bonanjo,epicerie,33,9,Monday,Monday,2023-04
102722,CUST11842,2022-10-06 00:00:00,91.9,en_retard,30742.0,Douala,Akwa,inconnu,31,0,Thursday,Thursday,2022-10
102723,CUST10029,2025-02-06 16:18:00,45.7,livré,15000.0,Douala,Yassa,boisson,40,16,Thursday,Thursday,2025-02
102724,CUST11164,2023-06-22 14:45:00,97.0,retard,18112.0,Douala,Ndogpassi,epicerie,35,14,Thursday,Thursday,2023-06
102725,CUST10481,2024-10-29 19:25:00,165.5,en_retard,42718.0,Yaounde,Obili,articles menagers,21,19,Tuesday,Tuesday,2024-10
102726,CUST10061,2022-03-05 12:31:00,30.5,livré,15417.0,Douala,Bali,epicerie,30,12,Tuesday,Saturday,2022-03
102727,CUST10055,2024-12-29 20:12:00,30.1,livré,3919.0,Douala,Beedi,produit frais,5,20,Sunday,Sunday,2024-12
102728,CUST10922,2024-05-26 19:31:00,65.4,livré,27032.0,Douala,Makepe,inconnu,26,19,Sunday,Sunday,2024-05
102729,CUST17346,2023-11-16 18:51:00,60.7,livré,9065.0,Douala,Beedi,articles menagers,11,18,Thursday,Thursday,2023-11
102730,CUST11543,2024-05-30 11:35:00,45.7,en_cours,81414.0,Bafoussam,Ngouache,vetement,26,11,Thursday,Thursday,2024-05
102731,CUST90548,2024-01-27 12:35:00,77.6,en_retard,5522.0,Douala,Ndogpassi,produit frais,19,12,Saturday,Saturday,2024-01
102732,CUST10937,2024-02-17 19:32:00,77.6,livré,65779.0,Yaounde,Tsinga,articles menagers,20,19,Saturday,Saturday,2024-02
102733,CUST11827,2024-09-05 19:11:00,50.7,livré,45000.0,Douala,Akwa,cosmetique,43,19,Thursday,Thursday,2024-09
102734,CUST12051,2024-10-26 12:37:00,40.0,livré,11035.0,Douala,Deido,produit frais,31,12,Saturday,Saturday,2024-10
102735,CUST10489,2024-05-17 20:50:00,36.5,livré,5194.0,Yaounde,Biyem-Assi,restauration,18,20,Friday,Friday,2024-05
102736,CUST11211,2022-10-21 08:02:00,60.8,livré,80000.0,Bafoussam,Bamougoum,pharmacie,4,8,Friday,Friday,2022-10
102737,CUST17313,2024-10-13 08:36:00,6.0,annulé,11177.0,Yaounde,Bastos,restauration,1,8,Sunday,Sunday,2024-10
102738,CUST10973,2024-01-10 13:09:00,140.6,en_retard,27635.0,Douala,Ndogpassi,articles menagers,13,13,Wednesday,Wednesday,2024-01
102739,CUST10825,2022-05-20 16:23:00,45.7,livré,23423.0,Douala,Mboppi,inconnu,3,16,Friday,Friday,2022-05
102740,CUST90311,2024-08-18 00:00:00,45.7,livré,41634.0,Douala,Mboppi,cosmetique,16,0,Sunday,Sunday,2024-08
102741,CUST11815,2023-01-19 19:12:00,358.8,en_retard,13945.0,Yaounde,Jouvence,boisson,28,19,Thursday,Thursday,2023-01
102742,CUST10557,2024-07-02 19:14:00,64.7,livré,2602.0,Yaounde,Santa Barbara,hygiene,25,19,Wednesday,Tuesday,2024-07
102743,CUST17122,2022-10-07 18:32:00,45.7,livré,50000.0,Yaounde,Nkomo,inconnu,43,18,Friday,Friday,2022-10
102744,CUST10220,2024-12-08 00:30:00,32.7,livré,20075.0,Douala,Ngodi-Bakoko,articles menagers,47,0,Monday,Sunday,2024-12
102745,CUST11283,2025-02-25 00:00:00,150.5,en_retard,3302.0,Douala,Village,produit frais,5,0,Tuesday,Tuesday,2025-02
102746,CUST10723,2022-08-20 14:04:00,49.4,livré,50000.0,Yaounde,Tsinga,inconnu,5,14,Saturday,Saturday,2022-08
102747,CUST10101,2024-04-02 20:11:00,43.7,livré,26343.0,Yaounde,Bastos,inconnu,32,20,Tuesday,Tuesday,2024-04
102748,CUST90929,2022-06-23 21:34:00,29.5,livré,225872.0,Douala,New-Bell,electronique,47,21,Thursday,Thursday,2022-06
102749,CUST10256,2024-03-26 17:03:00,45.7,en cours,4056.0,Douala,Beedi,inconnu,27,17,Tuesday,Tuesday,2024-03
102750,CUST10364,2022-12-19 10:36:00,93.7,en_retard,19921.0,Yaounde,Mendong,inconnu,43,10,Monday,Monday,2022-12
102751,CUST11944,2022-10-23 08:02:00,243.8,en_retard,10411.0,Douala,Nkolmesseng,produit frais,19,8,Sunday,Sunday,2022-10
102752,CUST17319,2023-12-19 16:34:00,23.9,annulé,3724.0,Douala,Bonanjo,papeterie,9,16,Tuesday,Tuesday,2023-12
102753,CUST11274,2022-11-22 00:00:00,45.7,en cours,34022.0,Douala,Ngodi-Bakoko,inconnu,27,0,Tuesday,Tuesday,2022-11
102754,CUST11863,2024-05-23 15:21:00,101.7,en_retard,9926.0,Bafoussam,Bamendzi,boisson,29,15,Thursday,Thursday,2024-05
102755,CUST11113,2022-11-15 18:50:00,62.2,livré,20598.0,Bafoussam,Tamdja,pharmacie,6,18,Tuesday,Tuesday,2022-11
102756,CUST10624,2024-12-13 16:54:00,65.4,en_retard,7838.0,Douala,Bonapriso,boisson,46,16,Friday,Friday,2024-12
102757,CUST17307,2023-07-20 17:13:00,45.7,livré,24737.0,Douala,Ndog-Bong,inconnu,35,17,Thursday,Thursday,2023-07
102758,CUST11793,2023-05-12 19:09:00,278.0,en_retard,13299.0,Douala,New-Bell,articles menagers,24,19,Tuesday,Friday,2023-05
102759,CUST17294,2022-01-07 15:11:00,45.7,en_retard,13652.0,Yaounde,Madagascar,epicerie,10,15,Friday,Friday,2022-01
102760,CUST10610,2024-09-21 14:53:00,44.6,livré,8818.0,Yaounde,Obili,boisson,13,14,Saturday,Saturday,2024-09
102761,CUST11423,2023-12-13 16:51:00,45.1,livré,80000.0,Douala,Bonamoussadi,pharmacie,35,16,Wednesday,Wednesday,2023-12
102762,CUST11668,2022-09-07 00:00:00,50.9,livré,56084.0,Yaounde,Ngoa-Ekele,articles menagers,11,0,Saturday,Wednesday,2022-09
102763,CUST10312,2023-12-15 20:26:00,73.9,en_retard,73814.0,Douala,PK8,pharmacie,13,20,Friday,Friday,2023-12
102764,CUST10780,2023-10-28 00:00:00,33.0,livré,11433.0,Yaounde,Mvog-Mbi,inconnu,37,0,Saturday,Saturday,2023-10
102765,CUST11708,2025-02-22 06:13:00,45.7,en_cours,3952.0,Bafoussam,Tougang,papeterie,11,6,Saturday,Saturday,2025-02
102766,CUST11202,2024-07-20 19:24:00,67.6,livré,6394.0,Yaounde,Jouvence,boisson,38,19,Saturday,Saturday,2024-07
102767,CUST11863,2022-09-05 13:31:00,48.4,livré,11703.0,Yaounde,Madagascar,pharmacie,2,13,Monday,Monday,2022-09
102768,CUST10541,2022-06-07 00:00:00,45.7,en_retard,22073.0,Douala,Akwa,inconnu,45,0,Wednesday,Tuesday,2022-06
102769,CUST10458,2024-08-21 12:30:00,42.7,livré,,Douala,Yassa,epicerie,24,12,Wednesday,Wednesday,2024-08
102770,CUST10636,2023-02-06 22:35:00,35.0,livré,15000.0,Douala,Bepanda,papeterie,16,22,Monday,Monday,2023-02
102771,CUST10768,2024-02-27 00:00:00,159.5,en_retard,3893.0,Douala,Makepe,epicerie,33,0,Tuesday,Tuesday,2024-02
102772,CUST10905,2022-11-13 00:00:00,31.7,livré,49108.0,Douala,Bonabéri,vetement,2,0,Sunday,Sunday,2022-11
102773,CUST11724,2023-09-18 00:00:00,45.7,en_cours,7624.0,Douala,Ndogpassi,hygiene,36,0,Monday,Monday,2023-09
102774,CUST10621,2024-02-18 00:00:00,37.6,livré,2754.0,Yaounde,Essos,produit frais,13,0,Sunday,Sunday,2024-02
102775,CUST11893,2025-01-29 15:17:00,28.8,livré,22552.0,Douala,PK8,inconnu,44,15,Wednesday,Wednesday,2025-01
102776,CUST11817,2024-12-28 19:48:00,221.6,en_retard,20567.0,Douala,Ndokotti,pharmacie,7,19,Saturday,Saturday,2024-12
102777,CUST12067,2022-05-31 16:08:00,45.8,livré,3702.0,Yaounde,Biyem-Assi,hygiene,42,16,Tuesday,Tuesday,2022-05
102778,CUST10547,2024-03-13 08:16:00,45.7,livré,17273.0,Yaounde,Elig-Edzoa,inconnu,36,8,Wednesday,Wednesday,2024-03
102779,CUST11237,2022-04-18 17:02:00,129.0,en_retard,2763.0,Bafoussam,Pefura,epicerie,1,17,Monday,Monday,2022-04
102780,CUST17333,2022-12-17 19:07:00,241.8,en_retard,9834.0,Douala,Deido,boisson,17,19,Saturday,Saturday,2022-12
102781,CUST11441,2023-08-01 07:30:00,45.7,en_cours,133433.0,Douala,Deido,electronique,9,7,Tuesday,Tuesday,2023-08
102782,CUST10510,2023-11-24 12:50:00,51.5,livré,7216.0,Yaounde,Obili,restauration,13,12,Friday,Friday,2023-11
102783,CUST11928,2025-02-13 10:01:00,27.0,livré,106107.0,Yaounde,Omnisport,electronique,45,10,Thursday,Thursday,2025-02
102784,CUST12080,2023-06-23 17:02:00,80.4,livré,6823.0,Yaounde,Melen,boisson,32,17,Friday,Friday,2023-06
102785,CUST17207,2024-07-22 10:41:00,36.3,livré,-1890.0,Douala,Beedi,electronique,21,10,Monday,Monday,2024-07
102786,CUST11178,2024-12-26 13:52:00,36.2,livré,50000.0,Yaounde,Briqueterie,inconnu,11,13,Thursday,Thursday,2024-12
102787,CUST10893,2025-02-10 00:00:00,40.3,livré,27716.0,Douala,Cité des Palmiers,vetement,9,0,Monday,Monday,2025-02
102788,CUST10548,2024-03-22 13:55:00,49.2,livré,8308.0,Yaounde,Messa,restauration,36,13,Friday,Friday,2024-03
102789,CUST11630,2022-12-15 07:05:00,239.4,en_retard,8003.0,Yaounde,Emana,restauration,14,7,Thursday,Thursday,2022-12
102790,CUST10886,2024-09-25 10:34:00,81.0,en_retard,75000.0,Douala,Nyalla,articles menagers,16,10,Wednesday,Wednesday,2024-09
102791,CUST10023,2025-04-01 08:21:00,28.1,annulé,2754.0,Yaounde,Mvog-Mbi,restauration,12,8,Saturday,Tuesday,2025-04
102792,CUST11658,2024-11-20 00:00:00,280.5,en_retard,22779.0,Douala,Ndogpassi,epicerie,45,0,Wednesday,Wednesday,2024-11
102793,CUST10709,2023-05-21 13:22:00,118.5,en_retard,4189.0,Douala,New-Bell,epicerie,11,13,Sunday,Sunday,2023-05
102794,CUST10525,2023-02-20 16:10:00,159.6,en_retard,5589.0,Douala,Logbessou,produit frais,6,16,Monday,Monday,2023-02
102795,CUST11905,2024-07-28 11:32:00,36.2,livré,3364.0,Douala,Kotto,boisson,41,11,Sunday,Sunday,2024-07
102796,CUST10058,2023-09-19 12:07:00,47.9,livré,-605.0,Yaounde,Nkol-Eton,restauration,44,12,Tuesday,Tuesday,2023-09
102797,CUST11128,2024-09-18 09:55:00,37.8,livré,10626.0,Douala,Bonanjo,restauration,8,9,Wednesday,Wednesday,2024-09
102798,CUST17108,2025-02-21 00:00:00,145.2,en_retard,36732.0,Douala,Bonabéri,pharmacie,22,0,Friday,Friday,2025-02
102799,CUST11358,2024-05-03 11:20:00,24.7,livré,12000.0,Bafoussam,Baham-Route,produit frais,18,11,Tuesday,Friday,2024-05
